col0,col1,col2,col3,col4
Dolores County,Dolores River,county of Colorado,1881-02-19,0.1
Bent County,William Bent,county of Colorado,1874-02-06,1.8
Custer County,George Armstrong Custer,county of Colorado,1877-03-09,0.2
Delta County,Delta,county of Colorado,1883-02-11,0.6
Sedgwick County,Fort Sedgwick,county of Colorado,1889-01-01,0.2
Cheyenne County,Cheyennes,county of Colorado,1889-03-25,0.2
Archuleta County,Antonio D. Archuleta,county of Colorado,1885-04-14,0.4
Kit Carson County,Kit Carson,county of Colorado,1889-01-01,0.04
Las Animas County,Purgatoire River,county of Colorado,1866-01-01,0.06
Gunnison County,John Williams Gunnison,county of Colorado,1877-01-01,0.6
