col0,col1,col2,col3
Facel Vega FVS,Facel,1660,Facel Vega Facel II
Jensen 541S,Jensen Motors,1494,Jensen CV8
Jensen PW,Jensen Motors,1630,Jensen Interceptor
Opel 1.2 litre,Opel,750,Opel P4
Vauxhall Cadet,General Motors,1270,Vauxhall 14-6
BMW ActiveE,BMW,1800,BMW i3
Škoda 450,Škoda Auto,930,Škoda Felicia
Holden FE,General Motors,1080,Holden FC
Hyundai i20 WRC,Hyundai Motor Company,1200,Hyundai i20 Coupe WRC
Subaru G,Subaru,662,Subaru Leone
NW D,Nesselsdorfer Wagenbau-Fabriks-Gesellschaft,1150,NW J
