col0,col1,col2,col3,col4
1989 GDR Badminton Championships,1988 GDR Badminton Championships,1989-01-01,GDR Badminton Championships,badminton
1987 GDR Badminton Championships,1986 GDR Badminton Championships,1987-01-01,GDR Badminton Championships,badminton
1984 GDR Badminton Championships,1983 GDR Badminton Championships,1984-01-01,GDR Badminton Championships,badminton
1985 GDR Badminton Championships,1984 GDR Badminton Championships,1985-01-01,GDR Badminton Championships,badminton
1983 GDR Badminton Championships,1982 GDR Badminton Championships,1983-01-01,GDR Badminton Championships,badminton
1982 GDR Badminton Championships,1981 GDR Badminton Championships,1982-01-01,GDR Badminton Championships,badminton
1981 GDR Badminton Championships,1980 GDR Badminton Championships,1981-01-01,GDR Badminton Championships,badminton
1979 GDR Badminton Championships,1978 GDR Badminton Championships,1979-01-01,GDR Badminton Championships,badminton
1976 GDR Badminton Championships,1975 GDR Badminton Championships,1976-01-01,GDR Badminton Championships,badminton
1977 GDR Badminton Championships,1976 GDR Badminton Championships,1977-01-01,GDR Badminton Championships,badminton
1975 GDR Badminton Championships,1974 GDR Badminton Championships,1975-01-01,GDR Badminton Championships,badminton
1973 GDR Badminton Championships,1972 GDR Badminton Championships,1973-01-01,GDR Badminton Championships,badminton
1971 GDR Badminton Championships,1970 GDR Badminton Championships,1971-01-01,GDR Badminton Championships,badminton
