col0,col1,col2,col3,col4,col5,col6
Bellitiona,encyclopedic article,Bellinzona,Max Ihm,1897-01-01,public domain,Bellintum (Pauly-Wissowa)
Bellicius 5,encyclopedic article,Quintus Pompeius Senecio Sosius Priscus,Walter Henze,1897-01-01,public domain,Bellicius 4 (Pauly-Wissowa)
Bellicius 2,encyclopedic article,Gaius Bellicius Natalis,Walter Henze,1897-01-01,public domain,Bellicius 1 (Pauly-Wissowa)
Baebius 41,encyclopedic article,Gnaeus Baebius Tamphilus,Elimar Klebs,1896-01-01,public domain,Baebius 40 (Pauly-Wissowa)
Baebius 40,encyclopedic article,Quintus Baebius Sulca,Elimar Klebs,1896-01-01,public domain,Baebius 39 (Pauly-Wissowa)
Baebius 38,encyclopedic article,Baebius Massa,Paul von Rohden,1896-01-01,public domain,Baebius 37 (Pauly-Wissowa)
Baebius 26,encyclopedic article,Quintus Baebius Herennius,Elimar Klebs,1896-01-01,public domain,Baebius 25 (Pauly-Wissowa)
Baebius 25,encyclopedic article,Lucius Baebius Dives,Elimar Klebs,1896-01-01,public domain,Baebius 24 (Pauly-Wissowa)
Baebius 20,encyclopedic article,Quintus Baebius,Elimar Klebs,1896-01-01,public domain,Baebius 19 (Pauly-Wissowa)
Baebius 15,encyclopedic article,Lucius Baebius,Elimar Klebs,1896-01-01,public domain,Baebius 14 (Pauly-Wissowa)
Baebius 14,encyclopedic article,Lucius Baebius,Elimar Klebs,1896-01-01,public domain,Baebius 13 (Pauly-Wissowa)
Baebius 10,encyclopedic article,Gaius Baebius,Elimar Klebs,1896-01-01,public domain,Baebius 9 (Pauly-Wissowa)
