col0,col1,col2,col3
arsenic-82m,13.6,isotope of arsenic,49
arsenic-75m,17.62,isotope of arsenic,42
arsenic-91,150,isotope of arsenic,58
arsenic-90,300,isotope of arsenic,57
arsenic-89,300,isotope of arsenic,56
arsenic-88,300,isotope of arsenic,55
arsenic-87,0.56,isotope of arsenic,54
arsenic-86,0.945,isotope of arsenic,53
arsenic-85,2.021,isotope of arsenic,52
arsenic-84,4.2,isotope of arsenic,51
arsenic-83,13.4,isotope of arsenic,50
arsenic-72,26,isotope of arsenic,39
arsenic-71,65.3,isotope of arsenic,38
arsenic-70,52.6,isotope of arsenic,37
arsenic-69,15.2,isotope of arsenic,36
