col0,col1,col2,col3,col4
Spinnenkop Wedderveer,saw mill,Wedde,Netherlands,Rijksmonument
"De Graanhalm, Burgh-Haamstede",saw mill,Burgh-Haamstede,Netherlands,Rijksmonument
"De Zwaluw, Burdaard",saw mill,Burdaard,Netherlands,Rijksmonument
"De Gekroonde Poelenburg, Zaandam",saw mill,Zaandam,Netherlands,Rijksmonument
"Het Klaverblad, Zaandam",saw mill,Zaandijk,Netherlands,municipal monument in the Netherlands
"Bolwerksmolen, Deventer",stellingmill,Steenenkamer,Netherlands,Rijksmonument
"De Rat, IJlst",stellingmill,IJlst,Netherlands,Rijksmonument
"De Salamander, Leidschendam",stellingmill,Leidschendam,Netherlands,Rijksmonument
"Het Jonge Schaap, Zaandam",stellingmill,Zaandijk,Netherlands,municipal monument in the Netherlands
De Jager,stellingmill,Woudsend,Netherlands,Rijksmonument
Spinnenkop Wedderveer,stellingmill,Wedde,Netherlands,Rijksmonument
"De Graanhalm, Burgh-Haamstede",stellingmill,Burgh-Haamstede,Netherlands,Rijksmonument
