col0,col1,col2,col3
6th th Landtag of Bavaria,1970-12-03,7th Landtag of Bavaria,1966-12-02
5th Landtag of Bavaria,1966-12-02,6th th Landtag of Bavaria,1962-12-07
4th Landtag of Bavaria,1962-12-07,5th Landtag of Bavaria,1958-12-04
3rd Landtag of Bavaria,1958-12-04,4th Landtag of Bavaria,1954-12-13
2nd Landtag of Bavaria,1954-12-13,3rd Landtag of Bavaria,1950-12-11
1st Landtag of Bavaria,1950-12-11,2nd Landtag of Bavaria,1946-12-16
16th Landtag of Bavaria,2013-10-07,17th Landtag of Bavaria,2008-10-20
17th German Bundestag,2013-10-22,18th German Bundestag,2009-10-27
16th German Bundestag,2009-10-27,17th German Bundestag,2005-10-18
15th th Landtag of Bavaria,2008-10-20,16th Landtag of Bavaria,2003-10-06
13. legislative period of the Landtag of North Rhine-Westphalia,2005-06-08,14. legislative period of the Landtag of North Rhine-Westphalia,2000-06-02
12. legislative period of the Landtag of North Rhine-Westphalia,2000-06-02,13. legislative period of the Landtag of North Rhine-Westphalia,1995-06-01
