col0,col1,col2,col3,col4,col5,col6,col7
cerium-132,1102508.616,131.911463846,0,lanthanum-132,58,cerium,isotope of cerium
cerium-131,1091674.876,130.914429465,3.5,lanthanum-131,58,cerium,isotope of cerium
cerium-130,1083318.08,129.914736,0,lanthanum-130,58,cerium,isotope of cerium
cerium-129,1072111.26,128.918102,2.5,lanthanum-129,58,cerium,isotope of cerium
cerium-128,1063286.4,127.918911,0,lanthanum-128,58,cerium,isotope of cerium
cerium-127,1051660.457,126.922727,0.5,lanthanum-127,58,cerium,isotope of cerium
cerium-126,1042430.382,125.923971,0,lanthanum-126,58,cerium,isotope of cerium
cerium-125,1030250,124.92844,3.5,barium-124,58,cerium,isotope of cerium
cerium-124,1020396,123.93031,0,lanthanum-124,58,cerium,isotope of cerium
cerium-122,997228,121.93787,0,barium-121,58,cerium,isotope of cerium
