col0,col1,col2,col3,col4,col5
Maple Leaf,rail transport,Canada,1927-05-15,1971-04-30,Canadian National Railway
Seto,rail transport,Japan,1950-04-01,1998-07-10,West Japan Railway Company
Night Limited,rail transport,New Zealand,1924-01-01,1971-01-01,New Zealand Railways Department
Kitakinki,rail transport,Japan,1986-01-01,2011-01-01,West Japan Railway Company
Maple Leaf,passenger train,Canada,1927-05-15,1971-04-30,Canadian National Railway
Seto,passenger train,Japan,1950-04-01,1998-07-10,West Japan Railway Company
Kitakinki,passenger train,Japan,1986-01-01,2011-01-01,West Japan Railway Company
The Sunlander,train service,Australia,1953-06-04,2014-12-31,Queensland Rail
White Arrow,rail transport,Japan,1990-09-01,2007-09-30,Hokkaido Railway Company
Tōkai,rail transport,Japan,1955-01-01,2007-01-01,East Japan Railway Company
