col0,col1,col2,col3,col4,col5,col6
Gaozhou,3276,People's Republic of China,county-level city,1288665,Xieji,Maoming
Ruzhou,1573,People's Republic of China,county-level city,936000,"Wenquan, Ruzhou",Henan
Yongcheng,2068,People's Republic of China,county-level city,1240382,Wangji,Henan
Renhuai,1788,People's Republic of China,subprefecture-level city,679624,Maotai,Zunyi
Puning,1620,People's Republic of China,subprefecture-level city,2055552,Yunluo,Jieyang
Gaozhou,3276,People's Republic of China,subprefecture-level city,1288665,Xieji,Maoming
Ruzhou,1573,People's Republic of China,subprefecture-level city,936000,"Wenquan, Ruzhou",Henan
Yongcheng,2068,People's Republic of China,subprefecture-level city,1240382,Wangji,Henan
Kunshan,865,People's Republic of China,city with millions of inhabitants,1651200,Zhouzhuang,Suzhou
Dongfang,2256,People's Republic of China,county-level city,408309,Basuo,Hainan
Tianmen City,2622,People's Republic of China,county-level city,1418913,Mawan,Hubei
Xiantao City,2538,People's Republic of China,county-level city,1175085,Xiliu Town,Hubei
Kunshan,865,People's Republic of China,county-level city,1651200,Zhouzhuang,Suzhou
Dongfang,2256,People's Republic of China,subprefecture-level city,408309,Basuo,Hainan
Tianmen City,2622,People's Republic of China,subprefecture-level city,1418913,Mawan,Hubei
