col0,col1,col2,col3
Eurovision Song Contest 2010,Norway,2010-05-29,The Islanders
Eurovision Song Contest 2009,Russia,2009-01-01,Quartissimo
Eurovision Song Contest 2010,Norway,2010-05-29,Kalamari
Eurovision Song Contest 2009,Russia,2009-01-01,Flor-de-Lis
Eurovision Song Contest 2010,Norway,2010-05-29,Malcolm Lincoln
Eurovision Song Contest 2009,Russia,2009-01-01,Kamil Mikulčík
Eurovision Song Contest 2011,Germany,2011-01-01,Homens da Luta
Eurovision Song Contest 2009,Russia,2009-01-01,Next Time
Eurovision Song Contest 2011,Germany,2011-01-01,Sigurjón's Friends
Eurovision Song Contest 2009,Russia,2009-01-01,Black Daisy
