col0,col1,col2,col3,col4
Long Lake Sagamore Seaplane Base,Long Lake Seaplane Base,1629,Long Lake,seaplane base
Long Lake Helms Seaplane Base,Long Lake Seaplane Base,1629,Long Lake,seaplane base
Johnson Airport,Johnson Creek Airport,970,Wright County,airport
Johnson's Sea Landing Water Aerodrome,Johnson Creek Airport,1300,Minnesota,seaplane base
Eagles Nest Water Aerodrome,Eagles Nest Airport,1490,Minnesota,seaplane base
Eagles Nest 4 Water Aerodrome,Eagles Nest Airport,1496,Minnesota,seaplane base
Niklason Lake Estates Aerodrome,Niklason Lake Airport,380,Alaska,seaplane base
Wrangell Seaplane Base,Wrangell Airport,0,Wrangell,seaplane base
West Beaver Seaplane Base,West Beaver Airport,215,Matanuska-Susitna Borough,seaplane base
Seldovia Seaplane Base,Seldovia Airport,0,Kenai Peninsula Borough,seaplane base
Port of Poulsbo Marina Moorage Seaplane Base,Port of Whitman Business Air Center Airport,0,Kitsap County,seaplane base
