col0,col1,col2,col3
Castle Jestřebí,cultural monument of the Czech Republic,Czech Republic,Jestřebí
Frýdštejn Castle,cultural monument of the Czech Republic,Czech Republic,Frýdštejn
Chřibský hrádek,cultural monument of the Czech Republic,Czech Republic,Chřibská
Hrad Brada,cultural monument of the Czech Republic,Czech Republic,Brada-Rybníček
Burgruine Groppenstein,Denkmalgeschütztes Objekt,Austria,Obervellach
Franchimont Castle,exceptional heritage of Wallonia,Belgium,Theux
Castle Neudahn,Kulturdenkmal,Germany,Palatinate Forest
Castle Tanstein,Kulturdenkmal,Germany,Palatinate Forest
Gräfenstein Castle,Kulturdenkmal,Germany,Palatinate Forest
Falkenburg Castle,Kulturdenkmal,Germany,Palatinate Forest
Blumenstein Castle,Kulturdenkmal,Germany,Palatinate Forest
Drachenfels Castle,Kulturdenkmal,Germany,Palatinate Forest
Altdahn Castle,Kulturdenkmal,Germany,Palatinate Forest
Sloup,cultural monument of the Czech Republic,Czech Republic,Sloup v Čechách
Castle Tanstein,Kulturdenkmal,Germany,Dahn
