col0,col1,col2,col3
Goethe-Institut Rio de Janeiro,Brazil,1956-01-01,Goethe-Institut
Goethe-Institut São Paulo,Brazil,1952-01-01,Goethe-Institut
Goethe-Institut Hong Kong,People's Republic of China,1963-01-01,Goethe-Institut
Goethe-Institut Shanghai,People's Republic of China,2003-01-01,Goethe-Institut
Goethe-Institut Beijing,People's Republic of China,1988-01-01,Goethe-Institut
Goethe-Institut Manchester,United Kingdom,1968-01-01,Goethe-Institut
Goethe-Institut Glasgow,United Kingdom,1973-01-01,Goethe-Institut
Goethe-Institut London,United Kingdom,1962-01-01,Goethe-Institut
Goethe-Institut Toulouse,France,1962-01-01,Goethe-Institut
Goethe-Institut Nancy,France,1963-01-01,Goethe-Institut
Goethe-Institut Strasbourg,France,1986-01-01,Goethe-Institut
Goethe-Institut Lyon,France,1965-01-01,Goethe-Institut
