col0,col1,col2,col3,col4,col5,col6
Hill Mari language,Russia,Cyrillic script,6b Threatened,23062,Yurinsky District,severely endangered language
Meadow Mari,Russia,Cyrillic script,4 Educational,470000,Kirov Oblast,modern language
Arakanese language,India,Burmese alphabet,3 Wider Communication,765000,Myanmar,modern language
Ngazidja Comorian,Comoros,Arabic alphabet,5 Developing,312000,Grande Comore,modern language
Louisiana French,United States of America,Latin script,7 Shifting,200000,Texas,modern language
Hill Mari language,Russia,Cyrillic script,6b Threatened,23062,Yurinsky District,modern language
Meadow Mari,Russia,Cyrillic script,4 Educational,470000,Kirov Oblast,language
Arakanese language,India,Burmese alphabet,3 Wider Communication,765000,Myanmar,language
Ngazidja Comorian,Comoros,Arabic alphabet,5 Developing,312000,Grande Comore,language
Louisiana French,United States of America,Latin script,7 Shifting,200000,Texas,language
