col0,col1,col2,col3
Lake Solina,San,Podkarpackie Voivodeship,Bieszczady Mountains
Titisee,Wutach,Titisee-Neustadt,Black Forest
Erlaufsee,Erlauf,Styria,Alps
Lai da Palpuogna,Albula,Graubünden,Alps
Alatsee,groundwater,Ostallgäu,Alps
Lake Como,Adda,Lombardy,Alps
Middle Saranac Lake,Saranac River,Franklin County,Adirondack Mountains
Lower Saranac Lake,Saranac River,Franklin County,Adirondack Mountains
Long Lake,Raquette River,Hamilton County,Adirondack Mountains
Lake Maggiore,Acquanegra,Lombardy,Alps
