col0,col1,col2,col3,col4,col5
B major,key,Riemann's Music Dictionary (1901–1904),B-flat major,F-sharp major,C-flat major
G-flat major,key,Brockhaus and Efron Encyclopedic Dictionary,F major,D-flat major,F-sharp major
F-sharp major,key,Riemann's Music Dictionary (1901–1904),F major,C-sharp major,G-flat major
G-sharp major,key,Brockhaus and Efron Encyclopedic Dictionary,G major,A major,A-flat major
C-sharp major,key,Brockhaus and Efron Encyclopedic Dictionary,F-sharp major,A major,D-flat major
B-flat major,key,Brockhaus and Efron Encyclopedic Dictionary,A major,F major,A-sharp major
A-flat major,key,Brockhaus and Efron Encyclopedic Dictionary,C-sharp major,E-flat major,G-sharp major
D-flat major,key,Riemann's Music Dictionary (1901–1904),F-sharp major,A-flat major,C-sharp major
A-sharp minor,key,Brockhaus and Efron Encyclopedic Dictionary,A minor,C minor,B-flat minor
G-sharp minor,key,Brockhaus and Efron Encyclopedic Dictionary,F minor,A minor,A-flat minor
D major,key,Riemann's Music Dictionary,D-flat major,A major,B minor
G-sharp major,key,Brockhaus and Efron Encyclopedic Dictionary,C-sharp major,A major,A-flat major
