col0,col1,col2,col3,col4
Terra Cotta Pot,26.2,paper,Terra Cotta Pot,1936-01-01
Terra Cotta Flower Jar,26.6,paper,Terra Cotta Flower Jar,1936-01-01
Roof Tile,26.6,paper,Roof Tile,1936-01-01
Silver Cup,23.5,paper,Silver Cup,1936-01-01
Candlestick,25,paper,Candlestick,1936-01-01
Clay Flower Jar,26.5,paper,Clay Flower Jar,1936-01-01
Stirrup,36.5,paper,Stirrup,1935-01-01
Bullet Pouch and Powder Horn,35.4,paper,Bullet Pouch and Powder Horn,1937-01-01
Chair,51.1,graphite,Chair,1936-01-01
Quilt,46.4,graphite,Quilt (Star of Bethlehem),1935-01-01
Fire Screen,48.9,graphite,Fire Screen,1937-01-01
Man's Vest,43.8,graphite,Man's Vest,1941-01-01
Quilt,48.6,graphite,Quilt,1937-01-01
