col0,col1,col2,col3,col4,col5
Avengers: Age of Ultron,Saturn Award for Best Special Effects,2.35:1,Ant-Man,action film,12
Star Wars: Episode VIII – The Last Jedi,MTV Movie Award for Best Villain,2.39:1,Star Wars Episode IX: The Rise of Skywalker,speculative fiction film,12
Suicide Squad,Academy Award for Best Makeup and Hairstyling,2.35:1,The Suicide Squad,science fiction film,12
Star Wars: Episode VIII – The Last Jedi,MTV Movie Award for Best Villain,2.39:1,Star Wars Episode IX: The Rise of Skywalker,space opera,12
Suicide Squad,Academy Award for Best Makeup and Hairstyling,2.35:1,The Suicide Squad,adventure film,12
Star Wars: Episode VIII – The Last Jedi,MTV Movie Award for Best Villain,2.39:1,Star Wars Episode IX: The Rise of Skywalker,adventure film,12
Suicide Squad,Academy Award for Best Makeup and Hairstyling,2.35:1,The Suicide Squad,action film,12
Star Wars: Episode VIII – The Last Jedi,MTV Movie Award for Best Villain,2.39:1,Star Wars Episode IX: The Rise of Skywalker,action film,12
Suicide Squad,Academy Award for Best Makeup and Hairstyling,2.35:1,The Suicide Squad,fantasy film,12
Star Wars: Episode VIII – The Last Jedi,MTV Movie Award for Best Villain,2.39:1,Star Wars Episode IX: The Rise of Skywalker,fantasy film,12
