col0,col1,col2,col3,col4
Old Stanmore Church,Grade II* listed building or structure,Stanmore,church ruin,London Borough of Harrow
"Ruïnekerk, Warmond",Rijksmonument,Warmond,church ruin,Teylingen
Ensenerkerk,Rijksmonument,Ens,church ruin,Noordoostpolder
"Sankta Gertruds kyrkoruin, Visby",monument in Fornminnesregistret,Visby,church ruin,Gotland Municipality
Drotten church ruin,monument in Fornminnesregistret,Visby,church ruin,Gotland Municipality
Saint Nicolaus church ruin in Visby,monument in Fornminnesregistret,Visby,church ruin,Gotland Municipality
"Saint Lars church ruin, Visby",monument in Fornminnesregistret,Visby,church ruin,Gotland Municipality
St. Göran's Church ruin,monument in Fornminnesregistret,Visby,church ruin,Gotland Municipality
St. Clement church ruin,monument in Fornminnesregistret,Visby,church ruin,Gotland Municipality
San Dionisio Church Ruins,place listed on the National Register of Historic Places,"Umatac, Guam",church ruin,Guam
