col0,col1,col2,col3,col4
Chetumal,Othón P. Blanco Municipality,Quintana Roo,locality of Mexico,1898-05-05
Altamira,Tamaulipas,Altamira Municipality,locality of Mexico,1749-05-02
Ciudad Victoria,Tamaulipas,Victoria Municipality,locality of Mexico,1750-10-06
Xalapa,Xalapa Municipality,Veracruz,locality of Mexico,1791-01-01
La Paz,La Paz Municipality,Baja California Sur,locality of Mexico,1535-05-23
Toluca,Toluca Municipality,State of Mexico,locality of Mexico,1527-03-29
Cuernavaca,Morelos,Cuernavaca Municipality,locality of Mexico,1714-01-01
Morelia,Morelia Municipality,Michoacán,locality of Mexico,1541-05-28
Mexicali,Mexicali Municipality,Baja California,locality of Mexico,1901-03-14
Ciudad Acuña,Coahuila,Acuña Municipality,locality of Mexico,1877-12-27
Merida,Mérida,Yucatán,locality of Mexico,1542-01-16
Oaxaca de Juárez,Oaxaca de Juárez Municipality,Oaxaca,locality of Mexico,1486-01-01
Saltillo,Coahuila,Coahuila y Tejas,locality of Mexico,1577-01-01
Guadalajara,Jalisco,Nueva Galicia,locality of Mexico,1542-01-01
