col0,col1,col2,col3
Hradenín,cultural monument of the Czech Republic,Plaňany,Czech Republic
Hlubany Castle,cultural monument of the Czech Republic,Podbořany,Czech Republic
Dašovice,cultural monument of the Czech Republic,Štěměchy,Czech Republic
Maison forte du Péage,registered historic monument,Savigny,France
Ferme du Loup,bien recensé dans l'inventaire général du patrimoine culturel,Chozeau,France
Maison forte de Boisset,registered historic monument,Berson,France
Maison forte de Gourville,registered historic monument,Prunay-en-Yvelines,France
Casa forta de Peramola,Bien de Interés Cultural,Peramola,Spain
Mas Soler,Bien de Interés Cultural,La Pobla de Montornès,Spain
La Sala,Bien de Interés Cultural,Sant Mateu de Bages,Spain
serra de Degollats,Bien de Interés Cultural,Santa Maria de Merlès,Spain
el Raurell,Bien de Interés Cultural,La Quar,Spain
