col0,col1,col2,col3,col4,col5,col6
2018 Hobart International,Australia,2018-01-01,Hobart,2018-01-13,2019 Hobart International,2018 WTA Tour
2017 Hobart International,Australia,2017-01-01,Hobart,2017-01-14,2018 Hobart International,2017 WTA Tour
2016 Hobart International,Australia,2016-01-01,Tasmania,2016-01-17,2017 Hobart International,2016 WTA Tour
2000 ANZ Tasmanian International,Australia,2000-01-01,Hobart,2000-01-15,2001 ANZ Tasmanian International,WTA Tier IV tournaments
1999 ANZ Tasmanian International,Australia,1999-01-01,Hobart,1999-01-16,2000 ANZ Tasmanian International,WTA Tier IV tournaments
1998 ANZ Tasmanian International,Australia,1998-01-01,Hobart,1998-01-17,1999 ANZ Tasmanian International,WTA Tier IV tournaments
1997 ANZ Tasmanian International,Australia,1997-01-01,Hobart,1997-01-12,1998 ANZ Tasmanian International,WTA Tier IV tournaments
1995 Schweppes Tasmanian International,Australia,1995-01-01,Hobart,1996-01-14,1996 Schweppes Tasmanian International,WTA Tier IV tournaments
2006 Moorilla Hobart International,Australia,2006-01-01,Hobart,2006-01-13,2007 Moorilla Hobart International,WTA Tier IV tournaments
2004 Moorilla International,Australia,2004-01-01,Hobart,2004-01-16,2005 Moorilla International,WTA Tier V tournaments
2002 ANZ Tasmanian International,Australia,2002-01-01,Hobart,2002-01-12,2003 Moorilla Hobart International,WTA Tier V tournaments
2000 ANZ Tasmanian International,Australia,2000-01-01,Hobart,2000-01-15,2001 ANZ Tasmanian International,2000 WTA Tour
2002 ANZ Tasmanian International,Australia,2002-01-01,Hobart,2002-01-12,2003 Moorilla Hobart International,2002 WTA Tour
