col0,col1,col2,col3
Line 4,orange,1500 V DC railway electrification,Fuzhou Metro
Line 1,red,1500 V DC railway electrification,Fuzhou Metro
Line 4,orange,third rail,Fuzhou Metro
Line 1,red,overhead line,Fuzhou Metro
M6,beige,third rail,Istanbul Metro
Tsurumai Line,azure,overhead line,Nagoya Municipal Subway
Ginza Line,orange,600 V DC railway electrification,Tokyo subway
Marunouchi Line,red,600 V DC railway electrification,Tokyo subway
Fukutoshin Line,maroon,1500 V DC railway electrification,Tokyo subway
Hanzōmon Line,purple,1500 V DC railway electrification,Tokyo subway
