col0,col1,col2,col3,col4
Hurricane Gloria,1976-09-26,1976 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
Hurricane Flossie,1978-09-04,1978 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
Hurricane Gloria,1979-09-04,1979 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
Hurricane Ivan,1980-10-04,1980 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
Hurricane Bonnie,1980-08-14,1980 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
Hurricane Gert,1981-09-07,1981 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
Hurricane Earl,1986-09-10,1986 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
Hurricane Erin,1989-08-18,1989 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
Hurricane Isidore,1990-09-04,1990 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
Hurricane Charley,1992-09-21,1992 Atlantic hurricane season,Category 2 hurricane,Atlantic hurricane
