col0,col1,col2,col3,col4,col5,col6
Eifuku-ji,Reijō,Taisan-ji,Ehime Prefecture,Amitābha,Japan,Senyuu-ji
Mandara-ji,Reijō,Iyadani-ji,Zentsūji,Vairocana,Japan,Shusshaka-ji
Meiseki-ji,Reijō,Butsumoku-ji,Seiyo,Thousand-armed Guanyin,Japan,Daihou-ji
Monju-in,Reijō,Eitoku-ji,Matsuyama,Kṣitigarbha,Japan,Koryu-ji
Enkou-ji,Reijō,Kongoufuku-ji,Sukumo,Bhaisajyaguru,Japan,Kanjizai-ji
Tennō-ji,Reijō,Gōshō-ji,Sakaide,Eleven-faced Guanyin,Japan,Sanuki Kokubun-ji
Daikou-ji,Reijō,Unpen-ji,Mitoyo,Bhaisajyaguru,Japan,Jinne-in
Zenraku-ji,Reijō,Tosakokubun-ji,Kōchi,Amitābha,Japan,Chikurin-ji
Maegami-ji,Reijō,Kichijou-ji,Saijō,Amitābha,Japan,Sankaku-ji
Yakuri-ji,Reijō,Yashima-ji,Takamatsu,Avalokiteśvara,Japan,Shido-ji
Yasaka-dera,Reijō,Jigen-ji,Kaiyō,Kūkai,Japan,Daizen-ji
Yashima-ji,Reijō,Ichinomiya-ji,Takamatsu,Thousand-armed Guanyin,Japan,Yakuri-ji
Kumadani-ji,Reijō,Jūraku-ji,Awa,Thousand-armed Guanyin,Japan,Hōrin-ji
