col0,col1,col2,col3,col4
Tzofar,UTC+02:00,Israel,1970-01-01,moshav
Mei Ami,UTC+02:00,Israel,1963-01-01,moshav
Morag,UTC+02:00,Israel,1983-01-01,moshav
Katif,UTC+02:00,Israel,1978-01-01,moshav
Hatzeva,UTC+02:00,Israel,1965-01-01,moshav
Ein Yahav,UTC+02:00,Israel,1951-01-01,moshav
Eli-ad,UTC+02:00,Israeli-occupied territories,1968-01-01,Israeli settlement
Migdalim,UTC+02:00,State of Palestine,1983-01-01,Israeli settlement
Nitzanei Oz,UTC+02:00,Israel,1951-01-01,human settlement
Eyal,UTC+02:00,Israel,1949-01-01,human settlement
Magal,UTC+02:00,Israel,1953-01-01,human settlement
