col0,col1,col2,col3,col4,col5,col6
iron-65,64.945015324,0.5,-51217.895,cobalt-65,0.81,isotope of iron
iron-64,63.940987763,0,-54969.544,cobalt-64,2,isotope of iron
iron-63,62.9402727,2.5,-55635.621,cobalt-63,6.1,isotope of iron
iron-62,61.936791812,0,-58878.048,cobalt-62,68,isotope of iron
iron-61,60.936746244,1.5,-58920.494,cobalt-61,5.98,isotope of iron
iron-59,58.934873649,1.5,-60664.805,cobalt-59,44.495,isotope of iron
iron-51,50.956840779,2.5,-40202.555,manganese-51,305,isotope of iron
iron-50,49.962988,0,-34476.456,chromium-49,155,isotope of iron
iron-49,48.973429,3.5,-24750.727,chromium-48,64.7,isotope of iron
iron-48,47.980676,0,-18000,chromium-47,45.3,isotope of iron
iron-47,46.992625,3.5,-6870,chromium-46,21.9,isotope of iron
