col0,col1,col2,col3
Gangnam District,Seoul,Yeoksam-dong,39.55
Gangbuk District,Seoul,Mia-dong,23.6
Gangdong District,Seoul,Cheonho-dong,24.587
Eunpyeong District,Seoul,Susaek-dong,29.7
Dongdaemun District,Seoul,Yongdu-dong,14.22
Gangnam District,Seoul,Suseo-dong,39.55
Gangbuk District,Seoul,Samyang-dong,23.6
Dongdaemun District,Seoul,Cheongnyangni-dong,14.22
Gangdong District,Seoul,Amsa-dong,24.587
Gangnam District,Seoul,Dogok-dong,39.55
Eunpyeong District,Seoul,Galhyeon-dong,29.7
Gangbuk District,Seoul,Beon-dong,23.6
Dongdaemun District,Seoul,Dapsimni-dong,14.22
