col0,col1,col2,col3
Serbo-Croatian Wikipedia,Wikimedia Foundation,2003-11-01,Creative Commons Attribution-ShareAlike 3.0 Unported
Turkish Wikipedia,Wikimedia Foundation,2002-12-05,Creative Commons Attribution-ShareAlike 3.0 Unported
Azerbaijani Wikipedia,Wikimedia Foundation,2002-01-01,Creative Commons Attribution-ShareAlike 3.0 Unported
Chuvash Wikipedia,Wikimedia Foundation,2004-11-22,Creative Commons Attribution-ShareAlike 3.0 Unported
Bashkir Wikipedia,Wikimedia Foundation,2005-04-16,Creative Commons Attribution-ShareAlike 3.0 Unported
Kazakh Wikipedia,Wikimedia Foundation,2002-06-03,Creative Commons Attribution-ShareAlike 3.0 Unported
Hungarian Wikipedia,Wikimedia Foundation,2003-07-08,Creative Commons Attribution-ShareAlike 3.0 Unported
Persian Wikipedia,Wikimedia Foundation,2003-12-01,Creative Commons Attribution-ShareAlike 3.0 Unported
German Wikipedia,Wikimedia Foundation,2001-03-16,Creative Commons Attribution-ShareAlike 3.0 Unported
Lezgian Wikipedia,Wikimedia Foundation,t490391271,Creative Commons Attribution-ShareAlike 3.0 Unported
Zazaki Wikipedia,Wikimedia Foundation,2006-01-01,Creative Commons Attribution-ShareAlike 3.0 Unported
Chinese Wikipedia,Wikimedia Foundation,2002-10-01,Creative Commons Attribution-ShareAlike 3.0 Unported
Korean Wikipedia,Wikimedia Foundation,2002-10-01,Creative Commons Attribution-ShareAlike 3.0 Unported
Slovene Wikipedia,Wikimedia Foundation,2002-03-08,Creative Commons Attribution-ShareAlike 3.0 Unported
