col0,col1,col2,col3
Botanical Studies,botany,Botanical Bulletin of Academia Sinica,society journal
Florida Entomologist,zoology,The Florida buggist : official organ of the Florida Entomological Society,society journal
Biometrical Journal,statistics,Biometrische Zeitschrift,society journal
Journal of otolaryngology - head & neck surgery,surgery,The Journal of otolaryngology,society journal
Mycoscience,mycology,Nihon Kingakkai Kaiho,society journal
Journal of Applied Microbiology,microbiology,Journal of Applied Bacteriology,scientific journal
Journal of Bioscience and Bioengineering,biotechnology,Journal of fermentation technology,scientific journal
Archives of Public Health,public health,Archives belges = Belgisch archief,scientific journal
International Journal of Dermatology,dermatology,Dermatologia internationalis,scientific journal
Journal of the Serbian Chemical Society,chemistry,Glasnik Hemijskog drustva Beograd = Bulletin de la Societe chimique Beograd,scientific journal
Botanical Studies,botany,Botanical Bulletin of Academia Sinica,scientific journal
Florida Entomologist,zoology,The Florida buggist : official organ of the Florida Entomological Society,scientific journal
Biometrical Journal,statistics,Biometrische Zeitschrift,scientific journal
