col0,col1,col2,col3,col4,col5,col6
Kolonjë,Albania,Central European Time,Lumth,5728,Municipal unit of Albania,Lushnjë municipality
Xhafzotaj,Albania,UTC+02:00,Guzaj,12381,Municipal unit of Albania,Durrës District
Sukth,Albania,UTC+01:00,Kullë,15966,Municipal unit of Albania,Durrës District
Tërpan,Albania,UTC+01:00,Tozhar,1716,municipality of Albania,Berat County
Kolonjë,Albania,Central European Time,Lumth,5728,municipality of Albania,Lushnjë municipality
Xhafzotaj,Albania,UTC+02:00,Guzaj,12381,municipality of Albania,Durrës District
Sukth,Albania,UTC+01:00,Perlat,15966,municipality of Albania,Durrës District
Shtiqën,Albania,Central European Time,Shtiqën,3438,Municipal unit of Albania,Kukës municipality
Nikël,Albania,UTC+02:00,Nikël,9518,Municipal unit of Albania,Durrës County
Shtiqën,Albania,Central European Time,Shtiqën,3438,municipality of Albania,Kukës municipality
Nikël,Albania,UTC+02:00,Nikël,9518,municipality of Albania,Durrës County
Xibër,Albania,UTC+01:00,Xibër-Murriz,2660,Municipal unit of Albania,Dibër County
Zharrëz,Albania,UTC+01:00,Frashër,5236,Municipal unit of Albania,Patos municipality
Fushë-Bulqizë,Albania,UTC+01:00,Koçaj,3342,Municipal unit of Albania,Bulqizë District
