col0,col1,col2,col3,col4,col5,col6,col7
HD 164514,-1.754,-22.9055431881431,J2000.0,supergiant,270.6320650656127,-1.1,0.726
HD 14535,-0.667,57.2451507044946,J2000.0,supergiant,35.7229055672512,-44,0.3903
HD 223960,-2.91,60.8534007820459,J2000.0,supergiant,358.4582616971914,-51,0.2409
HD 107209,-5.354,-62.8541829137111,J2000.0,supergiant,184.973767939389,-7,0.3571
HD 92692,-6.933,-57.9355925627363,J2000.0,supergiant,160.2210510740902,0.5,0.3856
HD 14542,-0.941,57.3870053033384,J2000.0,supergiant,35.7517751828378,-46.5,0.3444
HD 14433,-0.908,57.2429153351274,J2000.0,supergiant,35.4809802307362,-47.3,0.3525
HD 40589,-2.49,27.5723627761521,J2000.0,supergiant,90.2518889639363,10.8,0.3476
DS Crucis,-4.718,-60.3297872096459,J2000.0,supergiant,192.8249009495508,-21.9,0.3041
9 Persei,-1.798,55.8456532695542,J2000.0,supergiant,35.5893117395513,-14.3,0.7603
V4381 Sagittarii,-1.498,-21.4495593826805,J2000.0,supergiant,272.1607751569288,-16,0.5674
HD 92207,-7.397,-58.7333375906908,J2000.0,supergiant,159.3627841431903,-8.5,0.4601
HD 40589,-2.49,27.5723627761521,J2000.0,binary star,90.2518889639363,10.8,0.3476
9 Persei,-1.798,55.8456532695542,J2000.0,binary star,35.5893117395513,-14.3,0.7603
DS Crucis,-4.718,-60.3297872096459,J2000.0,variable star,192.8249009495508,-21.9,0.3041
