col0,col1,col2,col3,col4
Vincent LeRay House,place listed on the National Register of Historic Places,Vincent Le Ray de Chaumont,United States of America,New York
Provender,Grade II* listed building or structure,Princess Olga Andreevna Romanoff,United Kingdom,"Norton, Buckland and Stone"
Family house of  Mileva Marić-Einstein,protected cultural monument in Serbia,Mileva Marić,Serbia,Novi Sad
"Cummins House, Adelaide",listed on the South Australian Heritage Register,Government of South Australia,Australia,South Australia
Newcastle Court House,Heritage Act - State Heritage Register,Nihon University,Australia,New South Wales
Wharetiki,NZHPT Category II listing,David Hampton,New Zealand,Christchurch City
Henry W. Livingston House,place listed on the National Register of Historic Places,Henry W. Livingston,United States of America,New York
Superintendent's House,place listed on the National Register of Historic Places,Oregon Parks and Recreation Department,United States of America,Sumpter
Wiechers–Villaronga House,place listed on the National Register of Historic Places,Institute of Puerto Rican Culture,United States of America,Ponce
Bybee–Howell House,place listed on the National Register of Historic Places,Metro,United States of America,Multnomah County
Fanno Farmhouse,place listed on the National Register of Historic Places,Tualatin Hills Park and Recreation District,United States of America,Beaverton
Arnold–Park Log Home,place listed on the National Register of Historic Places,Oregon Parks and Recreation Department,United States of America,Portland
Aubrey R. Watzek House,National Historic Landmark,University of Oregon,United States of America,Portland
