col0,col1,col2,col3,col4
2016 Vuelta a Burgos,Spain,Alberto Contador,FDJ 2016,"2016 Vuelta a Burgos, Stage 3"
2018 Vuelta a Burgos,Spain,Merhawi Kudus,Astana 2018,"2018 Vuelta a Burgos, stage 1"
2016 Vuelta a Burgos,Spain,Alberto Contador,FDJ 2016,"2016 Vuelta a Burgos, Stage 4"
2017 Vuelta a Burgos,Spain,Sergey Chernetskiy,Aqua Blue Sport 2017,1st Stage of the 2017 Tour of Burgos (Spain)
2016 Vuelta a Burgos,Spain,Alberto Contador,Burgos BH 2016,"2016 Vuelta a Burgos, Stage 1"
2018 Vuelta a Burgos,Spain,Merhawi Kudus,Astana 2018,"2018 Vuelta a Burgos, stage 3"
2017 Vuelta a Burgos,Spain,David de la Cruz,Fortuneo-Oscaro 2017,1st Stage of the 2017 Tour of Burgos (Spain)
2018 Vuelta a Burgos,Spain,Merhawi Kudus,Astana 2018,"2018 Vuelta a Burgos, stage 4"
2017 Vuelta a Burgos,Spain,David de la Cruz,Dimension Data 2017,1st Stage of the 2017 Tour of Burgos (Spain)
2018 Vuelta a Burgos,Spain,Merhawi Kudus,Fundación Euskadi 2018,"2018 Vuelta a Burgos, stage 3"
