col0,col1,col2,col3
Will Rogers Gardens,arboretum,United States of America,30
Lyndale Park,urban park,United States of America,61
Alexander Garden,cultural heritage site in Russia,Russia,10
Menara gardens,garden,Morocco,89
Nishat Bagh,garden,India,46
Jardins de Métis,garden,Canada,8
Alexander Garden,garden,Russia,10
Classical Gardens of Suzhou,garden,People's Republic of China,11.922
Parco del Valentino,garden,Italy,500
Château de Marqueyssac,garden,France,22
Butchart Gardens,garden,Canada,22
Gardens of Vatican City,garden,Vatican City,57
Persian gardens,garden,Iran,716.35
