col0,col1,col2,col3,col4,col5
Gloom,blue,list of Pokémon introduced in Generation I,grass-type Pokémon,80,Pokémon universe
Parasect,red,list of Pokémon introduced in Generation I,grass-type Pokémon,100,Pokémon universe
Wormadam,gray,list of Pokémon introduced in Generation IV,grass-type Pokémon,50,Pokémon universe
Abomasnow,white,list of Pokémon introduced in Generation IV,grass-type Pokémon,220,Pokémon universe
Snover,white,list of Pokémon introduced in Generation IV,grass-type Pokémon,100,Pokémon universe
Skiploom,green,list of Pokémon introduced in Generation II,grass-type Pokémon,60,Pokémon universe
Tangrowth,blue,list of Pokémon introduced in Generation IV,grass-type Pokémon,200,Pokémon universe
Carnivine,green,list of Pokémon introduced in Generation IV,grass-type Pokémon,140,Pokémon universe
Bayleef,green,list of Pokémon introduced in Generation II,grass-type Pokémon,120,Pokémon universe
Weepinbell,green,evolutionary line of Bellsprout,grass-type Pokémon,100,Pokémon universe
