col0,col1,col2,col3,col4
Advances in Librarianship,New York City,United Kingdom,library science,English
Anales Complutenses,Alcalá de Henares,Spain,history,Spanish
Chronic Stress,Thousand Oaks,United States of America,psychiatry,English
Biblos,Vienna,Austria,library,German
Revista de Metalurgia,Madrid,Spain,technology,English
Arqueología de la Arquitectura,Madrid,Spain,archaeology of architecture,Spanish
Revista de Metalurgia,Madrid,Spain,mining engineering,Spanish
Pirineos. Revista de Ecología de Montaña,Madrid,Spain,montane ecosystems,Spanish
Revista de Metalurgia,Madrid,Spain,technology,Spanish
Pirineos. Revista de Ecología de Montaña,Madrid,Spain,ecology,Spanish
Bulletin du Muséum national d'histoire naturelle,Paris,France,natural history,French
