col0,col1,col2,col3,col4,col5,col6
39th Chess Olympiad,40th Chess Olympiad,Chess Olympiad,chess,1306,2010-01-01,2010-09-20
28th Chess Olympiad,29th Chess Olympiad,Chess Olympiad,chess,616,1988-01-01,1988-11-12
31st Chess Olympiad,32nd Chess Olympiad,Chess Olympiad,chess,716,1994-01-01,1994-11-30
32nd Chess Olympiad,33rd Chess Olympiad,Chess Olympiad,chess,665,1996-01-01,1996-09-15
26th Chess Olympiad,27th Chess Olympiad,Chess Olympiad,chess,521,1984-01-01,1984-11-18
12th Chess Olympiad,13th Chess Olympiad,Chess Olympiad,chess,197,1956-01-01,1956-08-31
23rd Chess Olympiad,24th Chess Olympiad,Chess Olympiad,chess,300,1978-01-01,1978-10-25
17th Chess Olympiad,18th Chess Olympiad,Chess Olympiad,chess,299,1966-01-01,1966-10-23
10th Chess Olympiad,11th Chess Olympiad,Chess Olympiad,chess,140,1952-01-01,1952-08-10
9th Chess Olympiad,10th Chess Olympiad,Chess Olympiad,chess,84,1950-01-01,1950-08-20
16th Chess Olympiad,17th Chess Olympiad,Chess Olympiad,chess,294,1964-01-01,1964-11-02
