col0,col1,col2,col3
Florence,Portal:Florence,Europe,Metropolitan City of Florence
Tbilisi,Tbilisi portal,Europe,Tiflis County
Florence,Portal:Florence,Europe,Arno
Dhaka,Portal:Dhaka,Asia,East Bengal
Ankara,Portal:Ankara,Asia,Ankara Province
Florence,Portal:Florence,Europe,Duchy of Florence
Dhaka,Portal:Dhaka,Asia,Dhaka District
Tbilisi,Tbilisi portal,Europe,Tiflis Governorate
Athens,Portal:Athens,Europe,Athens Municipality
Dhaka,Portal:Dhaka,Asia,East Pakistan
Athens,Portal:Athens,Europe,Central Athens Regional Unit
