col0,col1,col2,col3
Beside the Bonnie Brier Bush. The Days of Auld Lang Syne,49,Jules Turcas,Museu Nacional d'Art de Catalunya
Real Club de Barcelona,76,Joan Llaverias i Labró,Museu Nacional d'Art de Catalunya
Mosaicos Escofet-Tejera y CA,190,Alexandre de Riquer,Museu Nacional d'Art de Catalunya
Albert Morris Bagby's New Novel 'Miss Träumerei',552,Ethel Reed,Museu Nacional d'Art de Catalunya
Cigarrillos Paris,126,Aleardo Villa,Museu Nacional d'Art de Catalunya
Harper's August. Tom Sawyer Detective,476,Edward Penfield,Museu Nacional d'Art de Catalunya
Palais de la Femme. Exposition de 1900,1092,Henri Privat-Livemont,Museu Nacional d'Art de Catalunya
The Century. August,539,J. C. Leyendecker,Museu Nacional d'Art de Catalunya
Exposition Internationale de Madrid,1492,Eugène Grasset,Museu Nacional d'Art de Catalunya
"Exposition des œuvres de A. Sirtaine, X. Würth, R. Heintz",100,Richard Heintz,Museu Nacional d'Art de Catalunya
Helm Cacao,1545,Henri Privat-Livemont,Lluís Plandiura i Pou
Victor Bicycles,408,Will H. Bradley,Lluís Plandiura i Pou
