col0,col1,col2,col3
The Last Laugh,Giuseppe Becce,Berlin,Carl Mayer
People on Sunday,Otto Stenzel,Berlin,Curt Siodmak
Earth,Levko Revutsky,Ukraine,Alexander Dovzhenko
People on Sunday,Otto Stenzel,Berlin,Billy Wilder
Intolerance,Joseph Carl Breil,Paris,Tod Browning
London After Midnight,Robert Israel,London,Tod Browning
Orphans of the Storm,Louis F. Gottschalk,Paris,D. W. Griffith
Intolerance,Joseph Carl Breil,Paris,D. W. Griffith
Battleship Potemkin,Nikolai Nikolayevich Kryukov,Ukraine,Sergei Eisenstein
Nanook of the North,Stanley Silverman,Arctic,Frances H. Flaherty
The White Hell of Pitz Palu,Willy Schmidt-Gentner,Switzerland,Ladislaus Vajda
"Anastasia, the False Czar's Daughter",Hansheinrich Dransmann,Berlin,Curt Johannes Braun
