col0,col1,col2,col3,col4
Hoher Forst Mining Landscape,Ore Mountain Mining Region,Germany,cultural landscape,44.799
Altenberg-Zinnwald Mining Landscape,Ore Mountain Mining Region,Germany,cultural landscape,269.367
Dippoldiswalde Medieval Silver Mines,mine,Germany,cultural landscape,536.871
Subak Landscape of Catur Angga Batukaru,Cultural Landscape of Bali Province: the Subak System as a Manifestation of the Tri Hita Karana Philosophy,Indonesia,cultural landscape,974.4
Subak Landscape of Pekerisan Watershed,Cultural Landscape of Bali Province: the Subak System as a Manifestation of the Tri Hita Karana Philosophy,Indonesia,cultural landscape,188
Belén Square and Church,Cuzco World Heritage Site,Peru,cultural landscape,0.88
Santiago Square and Church,Cuzco World Heritage Site,Peru,cultural landscape,0.9
Almudena and Almudena Church,Cuzco World Heritage Site,Peru,cultural landscape,1.35
Coffee Cultural Landscape of Colombia - zone F,Coffee Cultural Landscape of Colombia,Colombia,cultural landscape,44670
Coffee Cultural Landscape of Colombia - zone E,Coffee Cultural Landscape of Colombia,Colombia,cultural landscape,4008
