col0,col1,col2,col3,col4
Lorch,urban municipality of Germany,Ransel,Rheingau-Taunus-Kreis,54
Flörsheim am Main,urban municipality of Germany,Weilbach,Main-Taunus-Kreis,22.95
Geisenheim,urban municipality of Germany,Marienthal,Rheingau-Taunus-Kreis,40.34
Eltville am Rhein,urban municipality of Germany,Erbach,Rheingau-Taunus-Kreis,46.77
Lorch,wine producing locality,Ransel,Rheingau-Taunus-Kreis,54
Flörsheim am Main,wine producing locality,Weilbach,Main-Taunus-Kreis,22.95
Geisenheim,wine producing locality,Marienthal,Rheingau-Taunus-Kreis,40.34
Eltville am Rhein,wine producing locality,Erbach,Rheingau-Taunus-Kreis,46.77
Rüdesheim am Rhein,Gemarkung,Assmannshausen,Rheingau-Taunus-Kreis,51
Lorch,Gemarkung,Ransel,Rheingau-Taunus-Kreis,54
Flörsheim am Main,Gemarkung,Weilbach,Main-Taunus-Kreis,22.95
Geisenheim,Gemarkung,Marienthal,Rheingau-Taunus-Kreis,40.34
Eltville am Rhein,Gemarkung,Erbach,Rheingau-Taunus-Kreis,46.77
Rüdesheim am Rhein,town,Assmannshausen,Rheingau-Taunus-Kreis,51
Lorch,town,Ransel,Rheingau-Taunus-Kreis,54
