col0,col1,col2,col3
Alakai Wilderness Preserve,Kauai County,Alakaʻi Swamp,Waimea
Cecil D. Andrus Wildlife Management Area,Idaho,Cecil D. Andrus,Cambridge
Joyce Kilmer Memorial Forest,North Carolina,Joyce Kilmer,Robbinsville
Cederberg,Western Cape,Widdringtonia wallichii,Clanwilliam
Jose Rizal Memorial Protected Landscape,Dapitan,José Rizal,Dapitan
Avenue of the Baobabs,Menabe,Adansonia grandidieri,Morondava
Canebrake Ecological Reserve,California,Canebrake Creek,Ridgecrest
Lyndon B. Johnson National Grassland,Texas,Lyndon B. Johnson,Decatur
Mousterlin,Fouesnant,Mousterlin,Fouesnant
Khanka Nature Reserve,Primorsky Krai,Khanka Lake,Spassk-Dalny
Gamble Rogers Memorial State Recreation Area at Flagler Beach,Florida,Gamble Rogers,Flagler Beach
