col0,col1,col2,col3,col4
Aqualung,Aqualung,Sarm West Studios,Reprise Records,Jethro Tull
Pet Sounds,Pet Sounds,Gold Star Studios,Capitol Records,The Beach Boys
The Fame Monster,The Fame Monster,Record Plant,Cherrytree Records,Lady Gaga
A Night at the Opera,A Night at the Opera,Sarm West Studios,EMI,Queen
Queen II,Queen II,Trident Studios,Elektra,Queen
A Night at the Opera,A Night at the Opera,Sarm West Studios,Parlophone,Queen
Queen II,Queen II,Trident Studios,EMI,Queen
Beggars Banquet,Beggars Banquet,Olympic Studios,Decca,The Rolling Stones
Hunky Dory,Hunky Dory,Trident Studios,RCA Victor,David Bowie
Music,Music,Sarm West Studios,Maverick,Madonna
Confessions on a Dance Floor,Confessions on a Dance Floor,Mayfair Studios,Warner Bros. Records,Madonna
Music,Music,Sarm West Studios,Warner Bros. Records,Madonna
Horses,Horses,Electric Lady Studios,Arista,Patti Smith
T. Rex,T. Rex,Trident Studios,Fly Records,T. Rex
