col0,col1,col2,col3
Wildcat Mountain State Park,1948-01-01,United States of America,Wisconsin state park
Rocky Arbor State Park,1932-01-01,United States of America,Wisconsin state park
New Glarus Woods State Park,1934-01-01,United States of America,Wisconsin state park
Nelson Dewey State Park,1935-01-01,United States of America,Wisconsin state park
Devil's Lake State Park,1911-01-01,United States of America,Wisconsin state park
Tower Hill State Park,1922-01-01,United States of America,Wisconsin state park
Yellowstone Lake State Park,1970-01-01,United States of America,Wisconsin state park
Willow River State Park,1967-01-01,United States of America,Wisconsin state park
Whitefish Dunes State Park,1967-01-01,United States of America,Wisconsin state park
Straight Lake State Park,2002-01-01,United States of America,Wisconsin state park
Roche-a-Cri State Park,1948-01-01,United States of America,Wisconsin state park
Potawatomi State Park,1928-01-01,United States of America,Wisconsin state park
Peninsula State Park,1909-01-01,United States of America,Wisconsin state park
Pattison State Park,1920-01-01,United States of America,Wisconsin state park
Newport State Park,1964-01-01,United States of America,Wisconsin state park
