col0,col1,col2,col3,col4,col5
Torterra,green,list of Pokémon introduced in Generation IV,ground-type Pokémon,220,Pokémon universe
Victreebel,green,evolutionary line of Bellsprout,poison-type Pokémon,170,Pokémon universe
Roselia,green,list of Pokémon introduced in Generation III,poison-type Pokémon,30,Pokémon universe
Venusaur,green,list of Pokémon introduced in Generation I,poison-type Pokémon,200,Pokémon universe
Oddish,blue,list of Pokémon introduced in Generation I,poison-type Pokémon,50,Pokémon universe
Ivysaur,green,list of Pokémon introduced in Generation I,poison-type Pokémon,2,Pokémon universe
Victreebel,green,evolutionary line of Bellsprout,grass-type Pokémon,170,Pokémon universe
Meganium,green,list of Pokémon introduced in Generation II,grass-type Pokémon,180,Pokémon universe
Grovyle,green,list of Pokémon introduced in Generation III,grass-type Pokémon,90,Pokémon universe
Roselia,green,list of Pokémon introduced in Generation III,grass-type Pokémon,30,Pokémon universe
Grotle,green,list of Pokémon introduced in Generation IV,grass-type Pokémon,110,Pokémon universe
Leafeon,green,list of Pokémon introduced in Generation IV,grass-type Pokémon,100,Pokémon universe
Torterra,green,list of Pokémon introduced in Generation IV,grass-type Pokémon,220,Pokémon universe
