col0,col1,col2,col3,col4,col5,col6,col7
ruthenium-120,44,0,isotope of ruthenium,76,-50012,984120,rhodium-120
ruthenium-118,44,0,isotope of ruthenium,74,-57260,975270,rhodium-117
ruthenium-116,44,0,isotope of ruthenium,72,-64068.909,965918.428,rhodium-116
ruthenium-115,44,1.5,isotope of ruthenium,71,-66189.734,959967.905,rhodium-114
ruthenium-114,44,0,isotope of ruthenium,70,-70221.811,955928.76,rhodium-113
ruthenium-113,44,0.5,isotope of ruthenium,69,-71868.119,949503.744,rhodium-113
ruthenium-112,44,0,isotope of ruthenium,68,-75630.818,945195.104,rhodium-112
ruthenium-111,44,2.5,isotope of ruthenium,67,-76785.271,938278.227,rhodium-111
ruthenium-95,44,2.5,isotope of ruthenium,51,-83457.745,815809.65,technetium-95
ruthenium-94,44,0,isotope of ruthenium,50,-82583.591,806864.134,technetium-94
ruthenium-92,44,0,isotope of ruthenium,48,-74301.201,782439.116,technetium-92
ruthenium-91,44,4.5,isotope of ruthenium,47,-68239.823,768306.448,molybdenum-90
ruthenium-90,44,0,isotope of ruthenium,46,-64883.792,756879.12,technetium-90
ruthenium-89,44,4.5,isotope of ruthenium,45,-58260,742171,molybdenum-88
