col0,col1,col2,col3
Boot Island National Wildlife Area,national wildlife area of Canada,1.07,Kings County
Pope National Wildlife Area,national wildlife area of Canada,0.29,Hamiota Municipality
Rockwood National Wildlife Area,national wildlife area of Canada,0.31,Rural Municipality of Rockwood
Tway National Wildlife Area,national wildlife area of Canada,2.5,Rural Municipality of Invergordon No. 430
Stalwart National Wildlife Area,national wildlife area of Canada,12.5,Rural Municipality of Big Arm No. 251
Webb National Wildlife Area,national wildlife area of Canada,4.31,Rural Municipality of Webb No. 138
Raven Island National Wildlife Area,national wildlife area of Canada,1.12,Lake Lenore No. 399
Bradwell National Wildlife Area,national wildlife area of Canada,1.23,"Blucher No. 343, Saskatchewan"
Meanook National Wildlife Area,national wildlife area of Canada,2.14,Athabasca County
Spiers Lake National Wildlife Area,national wildlife area of Canada,0.64,County of Stettler No. 6
Prairie National Wildlife Area,national wildlife area of Canada,2933,Saskatchewan
Eleanor Island National Wildlife Area,national wildlife area of Canada,0.6,Gravenhurst
