col0,col1,col2,col3,col4,col5
Allariz,Allariz – Maceda,86,"A Bola, Ourense",6188,María Cristina Cid Fernández
A Cañiza,A Paradanta (comarca),108.1,"Covelo, Pontevedra",5180,Luis Antonio Gómez Piña
Santa Comba,Xallas,203.7,Zas,9426,María Josefa Pose Rodríguez
Vilagarcía de Arousa,O Salnés,47.14,Catoira,37456,Tomás Javier Fole Díaz
Ortigueira,Ortegal,209.6,Mañón,5671,Rafael José Girón Martínez
"Quiroga, Galicia",Quiroga,319,Ribas de Sil,3207,Julio Álvarez Núñez
Vilalba,Terra Chá,379,Abadín,14072,Gerardo Criado Guizán
A Pobra de Trives,Terra de Trives,84.2,Ribas de Sil,2067,Francisco Jose Fernandez Blanco
Xinzo de Limia,A Limia,132.67,Rairiz de Veiga,9715,Antonio Pérez Rodríguez
Lalín,O Deza,326.83,Forcarei,20218,José Crespo Iglesias
Pontedeume,O Eume,29.26,"Cabanas, Galicia",7777,Bernardo Fernández Piñeiro
Lugo,Lugo Province,332000000,Friol,98276,Lara Méndez López
