col0,col1,col2,col3
Goliath,superhero,0938-01-01,Goliath
Ozymandias,superhero film character,1939-01-01,Ramesses II
Doctor Manhattan,superhero film character,1929-01-01,Manhattan Project
Rorschach,superhero film character,1940-03-21,Rorschach test
Ozymandias,fictional human,1939-01-01,Ramesses II
Doctor Manhattan,fictional human,1929-01-01,Manhattan Project
Rorschach,fictional human,1940-03-21,Rorschach test
Ozymandias,supervillain,1939-01-01,Ramesses II
Doctor Manhattan,cosmic entity,1929-01-01,Manhattan Project
Ozymandias,comics character,1939-01-01,Ramesses II
