col0,col1,col2,col3,col4,col5,col6,col7
iridium-197,1558072.803,isotope of iridium,-28264.105,platinum-197,77,1.5,5.8
iridium-196,1551173.008,isotope of iridium,-29435.493,platinum-196,77,0,52
iridium-195,1545358.425,isotope of iridium,-31692.251,platinum-195,77,1.5,2.5
iridium-194,1538126.478,isotope of iridium,-32531.708,platinum-194,77,1,19.28
iridium-192,1524287.808,isotope of iridium,-34835.561,osmium-192,77,4,73.829
iridium-190,1510063.19,isotope of iridium,-36753.544,osmium-190,77,4,11.78
iridium-189,1503687.78,isotope of iridium,-38449.586,osmium-189,77,1.5,13.2
iridium-188,1495511.8,isotope of iridium,-38344.907,osmium-188,77,1,41.5
iridium-187,1488644.916,isotope of iridium,-39549.372,osmium-187,77,1.5,10.5
iridium-186,1480196.742,isotope of iridium,-39172.346,osmium-186,77,5,1.9
