col0,col1,col2,col3,col4,col5
Nederluleå socken,Norrbotten,Luleå Municipality,Nederluleå parish,socken,1330-01-01
Nederkalix socken,Norrbotten,Kalix Municipality,Nederkalix församling,socken,1400-01-01
Nacka socken,Södermanland,Stockholm County,Nacka Rural Municipality,socken,1887-05-01
Silte socken,Gotland,Gotland Municipality,Slite parish,socken,t982214586
Vaksala socken,Uppland,Uppsala Municipality,Vaksala församling,socken,t665621567
Sorunda socken,Södermanland,Nynäshamn Municipality,Sorunda Rural Municipality,socken,t665621430
Sollentuna Parish,Uppland,Stockholm County,Sollentuna,socken,t665621501
Villstads,Småland,Gislaved Municipality,Villstads municipality,socken,t982214425
Villberga socken,Uppland,Enköping Municipality,Villberga parish,socken,t1139646010
Böda socken,Öland,Borgholm Municipality,Böda parish,socken,t823955257
Bäl socken,Gotland,Gotland Municipality,Bäls parish,socken,t345799143
Byske socken,Västerbotten,Skellefteå Municipality,Byske parish,socken,1838-05-01
Bygdeå socken,Västerbotten,Robertsfors Municipality,Bygdeå parish,socken,t823955252
Buttle socken,Gotland,Gotland Municipality,Buttle parish,socken,t823955377
Burträsks socken,Västerbotten,Skellefteå Municipality,Burträsks parish,socken,1606-01-01
