col0,col1,col2,col3,col4,col5
Saccharomyces Genome Database ID,Mouse Genome Informatics ID,Wikidata property related to biology,single value constraint,Saccharomyces Genome Database,UTP11
miRBase mature miRNA ID,miRBase pre-miRNA ID,Wikidata property related to biology,single value constraint,miRBase,hsa-miR-127-3p
natural product of taxon,fabrication method,Wikidata property related to biology,value type constraint,secretion,Zinfandel wine
half maximal effective concentration,median lethal concentration (LC50),Wikidata property related to chemistry,allowed units constraint,half maximal effective concentration,Ro 40-6055
PDB ligand ID,PDB structure ID,Wikidata property related to chemistry,single value constraint,Protein Data Bank,vemurafenib
minimal incubation period in humans,maximal incubation period in humans,Wikidata property related to medicine,type constraint,incubation period,dengue fever
ZFIN Gene ID,Mouse Genome Informatics ID,Wikidata property for an identifier,format constraint,Zebrafish Model Organism Database,bmp2a
PDB ligand ID,PDB structure ID,Wikidata property for an identifier,single value constraint,Protein Data Bank,vemurafenib
Saccharomyces Genome Database ID,Mouse Genome Informatics ID,Wikidata property for an identifier,single value constraint,Saccharomyces Genome Database,UTP11
miRBase mature miRNA ID,miRBase pre-miRNA ID,Wikidata property for an identifier,single value constraint,miRBase,hsa-miR-127-3p
BioRxiv ID,arXiv ID,Wikidata property for authority control for works,single value constraint,bioRxiv,TP53 copy number expansion is associated with the evolution of increased body size and an enhanced DNA damage response in elephants
BHL creator ID,BHL Page ID,Wikidata property for authority control for people,format constraint,Biodiversity Heritage Library,Alexander Emanuel Agassiz
half maximal effective concentration,half maximal inhibitory concentration (IC50),Wikidata property for quantities,allowed units constraint,half maximal effective concentration,Ro 40-6055
cutting site of restriction enzyme,recognition sequence,Wikidata property related to biology,format constraint,restriction enzyme,EcoRI
BrainInfo ID,NeuroNames ID (plain mode),Wikidata property for authority control,format constraint,BrainInfo ID,thalamus
