col0,col1,col2,col3
Langerak,Langerak,Molenlanden,Netherlands
Bingelrade,Bingelrade,Beekdaelen,Netherlands
Stein,Stein,Krimpenerwaard,Netherlands
Hodenpijl,Hodenpijl,Midden-Delfland,Netherlands
Anloo,Anloo,Aa en Hunze,Netherlands
Niftrik,Niftrik,Wijchen,Netherlands
Scherpenisse,Scherpenisse,Tholen,Netherlands
Philippine,Philippine,Terneuzen,Netherlands
Biervliet,Biervliet,Terneuzen,Netherlands
Nieuwerkerk,Nieuwerkerk,Schouwen-Duiveland,Netherlands
Oosterland,Oosterland,Schouwen-Duiveland,Netherlands
Hengstdijk,Hengstdijk,Hulst,Netherlands
Driewegen,Driewegen,Borsele,Netherlands
