col0,col1,col2,col3,col4,col5,col6
bromine-93,-1,isotope of bromine,92.94322,102,krypton-92,-52890.23
bromine-92,-1,isotope of bromine,91.939631597,0.343,krypton-91,-56232.805
bromine-89,-1,isotope of bromine,88.926704559,4.4,krypton-88,-68274.263
bromine-88,-1,isotope of bromine,87.924083291,16.29,krypton-87,-70715.959
bromine-87,-1,isotope of bromine,86.920674018,55.65,krypton-86,-73891.676
bromine-86,-1,isotope of bromine,85.918805433,55.1,krypton-86,-75632.252
bromine-85,-1,isotope of bromine,84.915645759,2.9,krypton-85,-78575.469
bromine-84,-1,isotope of bromine,83.916496419,31.76,krypton-84,-77783.084
bromine-83,-1,isotope of bromine,82.915175289,2.4,krypton-83,-79013.709
bromine-82,-1,isotope of bromine,81.91680176,35.282,krypton-82,-77498.661
bromine-76,-1,isotope of bromine,75.924541577,16.2,selenium-76,-70289.068
bromine-75,-1,isotope of bromine,74.92581057,96.7,selenium-75,-69107.009
bromine-74,-1,isotope of bromine,73.929910281,25.4,selenium-74,-65288.153
bromine-73,-1,isotope of bromine,72.931671621,3.4,selenium-73,-63647.475
bromine-72,1,isotope of bromine,71.936594607,78.6,selenium-72,-59061.743
