col0,col1,col2,col3,col4
Livewire,United States of America,The New Batman Adventures,Bruce Timm,Shock jock
Manchester Black,United Kingdom,Superman vs. The Elite,Doug Mahnke,government agent
Baron Blitzkrieg,Germany,Arrow,Gerry Conway,soldier
Brick,United States of America,Arrow,Judd Winick,crime boss
Celsius,India,Doom Patrol,Paul Kupperberg,adventurer
Jericho,United States of America,Teen Titans,George Pérez,criminal
Floronic Man,United States of America,Batman & Robin,Gardner Fox,criminal
Jericho,United States of America,Teen Titans,Marv Wolfman,criminal
Manchester Black,United Kingdom,Superman vs. The Elite,Doug Mahnke,criminal
Aquagirl,United States of America,Aquaman,Patrick Gleason,superhero
Elasti-Girl,United States of America,Batman: The Brave and the Bold,Arnold Drake,superhero
Celsius,India,Doom Patrol,Joe Staton,superhero
Jericho,United States of America,Teen Titans,Marv Wolfman,superhero
Celsius,India,Doom Patrol,Paul Kupperberg,superhero
