col0,col1,col2,col3,col4,col5,col6
Outer Hebrides,Scottish council area,Stornoway,3058.7026,Scotland,United Kingdom,26830
Shetland Islands,Scottish council area,Lerwick,1468.0525,Scotland,United Kingdom,23210
West Lothian,registration county,Livingston,427.7419,Scotland,United Kingdom,182140
Angus,registration county,Forfar,2181.6419,Scotland,United Kingdom,116040
Fife,registration county,Glenrothes,1325.025,Scotland,United Kingdom,371910
Orkney Islands,registration county,Kirkwall,988.7994,Scotland,United Kingdom,22190
Shetland Islands,registration county,Lerwick,1468.0525,Scotland,United Kingdom,23210
Orkney Islands,Islands council areas of Scotland,Kirkwall,988.7994,Scotland,United Kingdom,22190
Outer Hebrides,Islands council areas of Scotland,Stornoway,3058.7026,Scotland,United Kingdom,26830
Shetland Islands,Islands council areas of Scotland,Lerwick,1468.0525,Scotland,United Kingdom,23210
Scottish Borders,Scottish region,Newtown St Boswells,4731.7837,Scotland,United Kingdom,115270
Fife,Scottish region,Glenrothes,1325.025,Scotland,United Kingdom,371910
