col0,col1,col2,col3
Batthyány tér HÉV station,rail transport in Hungary,Budapest HÉV,Batthyány tér
Vienna Airport station,Vienna S-Bahn,InterCityExpress,Wien-Schwechat Airport
Barcelona Sants railway station,Rodalies de Catalunya,TGV,Sants Estació
Gare du Nord,RER,TGV,La Chapelle
Milano Porta Venezia railway halt,Railway stations in Milan,Line S1,Porta Venezia metro station
Gare du Nord,RER,TGV,Gare du Nord
Milano Dateo railway halt,Railway stations in Milan,Line S1,Dateo metro station
San Bernardo railway station,Seville Metro,Cercanías Sevilla,San Bernardo
Gare du Nord,RER,RER,La Chapelle
Auber,RER,RER,Opéra
Gare du Nord,RER,RER,Magenta railway station
