col0,col1,col2,col3
"Monseigneur Borretstraat 5, Reek",dwarshuis,Rijksmonument,Landerd
Brink 19,dwarshuis,Rijksmonument,Noordenveld
"Heuvel 11, Oosterhout",dwarshuis,Rijksmonument,Oosterhout
"Mariastraat 12, Cadzand",dwarshuis,Rijksmonument,Sluis
"Kerkplein 2, Oeffelt",dwarshuis,Rijksmonument,Boxmeer
"Herenstraat 37, Middelburg",dwarshuis,Rijksmonument,Middelburg
"Oud Loosdrechtsedijk 226, Oud-Loosdrecht",dwarshuis,Rijksmonument,Wijdemeren
"Dorpsstraat 7, Laag-Keppel",dwarshuis,Rijksmonument,Bronckhorst
"Dorpsstraat 14, Hummelo",dwarshuis,Rijksmonument,Bronckhorst
Markt,dwarshuis,Rijksmonument,Harderwijk
"Jachthuisstraat 14, Kloetinge",dwarshuis,Rijksmonument,Goes
