col0,col1,col2,col3,col4,col5,col6
2019 Salford City Council election in Walkden North,9147,United Kingdom,member of Salford City Council,2019 Salford City Council election,Samantha Bellamy,Samantha Bellamy
2019 Salford City Council election in Swinton South,8238,United Kingdom,member of Salford City Council,2019 Salford City Council election,Jim Cammell,Jim Cammell
2019 Salford City Council election in Swinton North,8298,United Kingdom,member of Salford City Council,2019 Salford City Council election,Jim Dawson,Jim Dawson
2019 Salford City Council election in Pendlebury,9176,United Kingdom,member of Salford City Council,2019 Salford City Council election,John Ferguson,John Ferguson
2019 Salford City Council election in Ordsall,13540,United Kingdom,member of Salford City Council,2019 Salford City Council election,Ann-Marie Humphreys,Ann-Marie Humphreys
2019 Salford City Council election in Little Hulton,9337,United Kingdom,member of Salford City Council,2019 Salford City Council election,Kate Lewis,Kate Lewis
2019 Salford City Council election in Langworthy,8840,United Kingdom,member of Salford City Council,2019 Salford City Council election,Gina Reynolds,Gina Reynolds
2019 Salford City Council election in Irwell Riverside,7635,United Kingdom,member of Salford City Council,2019 Salford City Council election,Ray Walker,Ray Walker
2019 Salford City Council election in Irlam,6996,United Kingdom,member of Salford City Council,2019 Salford City Council election,Darren Goulden,Darren Goulden
2019 Salford City Council election in Eccles,9273,United Kingdom,member of Salford City Council,2019 Salford City Council election,Sharmina August,Sharmina August
2019 Salford City Council election in Claremont,8251,United Kingdom,member of Salford City Council,2019 Salford City Council election,Michael Pevitt,Michael Pevitt
