col0,col1,col2,col3
2015 Clásica de Almería,Grega Bole,CCC Sprandi Polkowice 2015,Clásica de Almería
2009 Clásica de Almería,Tony Martin,Acqua & Sapone-Caffè Mokambo 2009,1.1
2008 Clásica de Almería,Óscar Freire,2008 Burgos Monumental season,Clásica de Almería
2009 Clásica de Almería,Tony Martin,Acqua & Sapone-Caffè Mokambo 2009,Clásica de Almería
2015 Clásica de Almería,Grega Bole,AG2R La Mondiale 2015,1.1
2008 Clásica de Almería,Óscar Freire,Andalucía-Cajasur 2008,Clásica de Almería
2009 Clásica de Almería,Tony Martin,Saxo Bank 2009,1.1
2010 Clásica de Almería,Luis León Sánchez,2010 Vacansoleil season,1.1
2012 Clásica de Almería,Roger Kluge,2012 Movistar Team season,Clásica de Almería
2010 Clásica de Almería,Luis León Sánchez,Andalucía-Cajasur 2010,1.1
