col0,col1,col2,col3,col4
Monument to Alexander II of Russia,Ukraine,victory column,Odessa,Alexander K. Bruni
Column of the Goddess,France,victory column,Lille,Charles Benvignat
Duke of York Column,United Kingdom,victory column,City of Westminster,Benjamin Dean Wyatt
Column of the Grande Armée,France,victory column,Wimille,Éloi Labarre
Meuse-Argonne American Memorial,France,victory column,Montfaucon-d'Argonne,John Russell Pope
Nelson's Pillar,Ireland,victory column,Dublin,William Wilkins
Ludwigsmonument,Germany,victory column,Darmstadt,Georg Moller
Colonne Vendôme,France,victory column,1st arrondissement of Paris,Jean-Baptiste Lepère
Medicis column,France,victory column,1st arrondissement of Paris,Jean Bullant
Angel of Independence,Mexico,victory column,Mexico City,Antonio Rivas Mercado
